4104
1	196	6	197
39	0	40	5
199	70	199	81
41	0	41	11
63	236	64	241
96	0	98	3
99	0	99	11
198	1	199	6
188	0	199	0
196	1	197	6
195	1	195	12
189	1	189	12
188	1	188	12
190	1	190	12
191	1	191	12
193	1	193	12
194	1	194	12
192	1	192	12
199	238	199	249
0	190	1	195
0	196	0	207
1	198	1	209
0	208	0	219
1	210	1	221
0	220	0	231
38	0	38	11
39	6	39	17
40	6	40	17
199	82	199	93
196	94	199	96
199	97	199	108
197	98	197	109
198	109	199	114
198	97	198	108
186	97	197	97
196	98	196	109
195	98	195	109
42	0	42	11
98	4	98	15
99	12	99	23
94	4	97	6
93	0	95	3
97	7	97	18
98	16	98	27
96	19	97	24
93	4	93	15
96	7	96	18
95	7	95	18
94	7	94	18
99	24	99	35
199	7	199	18
196	7	196	18
197	7	197	18
198	7	198	18
199	226	199	237
198	82	198	93
195	90	197	93
192	94	195	96
197	77	197	88
198	70	198	81
186	89	197	89
190	91	191	96
192	90	194	93
186	94	189	96
180	90	191	90
196	77	196	88
195	77	195	88
186	91	189	93
184	91	185	96
185	78	185	89
186	77	186	88
190	77	190	88
192	83	193	88
194	77	194	88
191	77	191	88
193	71	193	82
196	71	197	76
192	71	192	82
195	65	195	76
197	59	197	70
196	59	196	70
194	65	194	76
198	58	198	69
199	58	199	69
189	77	189	88
188	74	191	76
188	77	188	88
187	77	187	88
191	62	191	73
193	59	193	70
192	59	192	70
195	53	195	64
197	47	197	58
196	47	196	58
198	52	199	57
198	46	199	51
194	53	194	64
199	34	199	45
198	34	198	45
199	19	199	30
196	23	198	26
196	31	199	33
196	27	198	30
197	34	197	45
186	46	197	46
193	43	196	45
195	37	196	42
193	36	194	41
195	25	195	36
183	42	194	42
187	44	192	45
181	43	192	43
175	44	186	44
180	46	185	47
173	45	184	45
194	47	195	52
195	19	198	21
192	22	195	24
194	13	195	18
191	19	194	21
192	47	193	52
191	33	194	35
191	36	192	41
191	30	194	32
189	33	190	38
187	39	190	41
189	27	190	32
192	26	194	29
191	22	191	29
190	15	190	26
191	15	193	18
188	13	193	14
192	53	193	58
0	238	0	249
0	232	1	237
1	238	2	243
108	238	108	249
109	238	109	249
107	238	107	249
133	70	133	81
187	0	187	11
186	0	186	11
43	0	43	11
92	13	92	24
92	1	92	12
93	16	93	27
81	0	92	0
95	19	95	30
94	19	94	30
96	25	96	36
97	25	97	36
98	28	98	39
97	37	97	48
98	40	98	51
96	37	96	48
92	25	92	36
93	31	95	34
95	35	95	46
94	35	94	46
93	35	93	46
95	47	95	58
96	49	96	60
97	49	97	60
185	97	185	108
194	98	194	109
193	98	193	109
186	98	186	109
187	98	187	109
188	98	188	109
189	98	190	103
192	98	192	109
191	98	191	109
189	104	190	109
191	110	191	121
192	110	192	121
190	110	190	121
199	115	199	126
193	115	198	116
197	117	197	128
198	118	198	129
199	127	199	138
195	117	196	122
193	117	194	122
193	111	195	114
196	110	197	114
196	123	196	134
197	129	197	140
198	130	198	141
199	139	199	150
195	135	196	140
195	142	198	144
184	141	195	141
195	123	195	134
197	145	198	150
195	145	196	150
188	110	189	115
191	50	191	61
188	47	191	49
187	47	187	58
189	50	190	55
188	55	188	66
189	56	190	61
186	47	186	58
180	48	183	50
185	48	185	59
184	48	184	59
186	59	186	70
187	59	187	70
188	67	189	72
189	62	190	66
186	71	187	76
181	51	183	54
185	60	185	71
184	72	185	77
183	78	184	83
183	84	184	89
184	60	184	71
180	51	180	62
183	55	183	66
181	55	182	60
181	61	181	72
183	67	183	77
182	61	182	72
180	32	180	43
181	31	181	42
182	31	182	42
186	30	186	41
188	27	188	38
187	27	187	38
183	30	183	41
185	30	185	41
184	30	184	41
179	46	179	57
189	15	189	26
187	14	187	25
188	15	188	26
176	26	187	26
185	14	185	25
186	14	186	25
183	27	186	29
182	12	187	13
184	14	184	25
180	27	182	30
169	31	180	31
177	27	179	30
174	27	176	30
172	32	173	37
170	32	171	37
169	32	169	43
174	32	174	43
163	44	174	44
170	38	171	43
172	38	173	43
168	32	168	43
175	32	175	43
179	32	179	43
178	32	178	43
177	32	177	43
176	32	176	43
172	45	172	56
167	32	167	43
165	38	166	43
166	26	166	37
167	26	168	31
164	32	165	37
163	38	164	43
174	15	174	26
175	15	175	26
178	46	178	57
177	46	177	57
175	46	176	51
173	46	173	57
174	46	174	57
175	52	175	63
176	52	176	63
178	58	179	63
177	59	177	70
178	64	179	69
180	63	180	74
182	73	182	84
180	85	182	88
181	73	181	84
171	89	182	89
178	70	178	81
179	70	179	81
180	75	180	84
178	83	179	88
168	82	179	82
176	83	177	88
174	83	175	88
172	83	173	88
170	83	171	88
167	83	169	86
168	87	169	92
179	90	179	101
170	90	171	95
184	97	184	108
183	91	183	102
182	91	182	102
181	91	181	102
180	91	180	102
183	103	183	114
184	109	184	120
185	109	185	120
187	110	187	121
188	116	188	127
189	116	189	127
190	122	191	127
192	122	192	133
194	123	194	134
186	110	186	121
193	123	193	134
191	134	192	139
193	135	194	140
181	140	192	140
190	128	191	133
185	134	190	135
188	136	190	139
188	128	189	133
185	136	187	139
169	93	169	104
170	96	170	107
168	105	169	110
179	102	179	113
180	103	180	114
181	103	181	114
182	103	182	114
173	19	173	30
178	90	178	101
177	102	178	107
176	90	176	101
175	90	175	101
177	90	177	101
173	90	174	95
171	96	174	98
173	99	174	104
172	105	173	110
171	99	172	104
171	105	171	116
170	108	170	119
174	105	174	116
172	111	173	116
176	102	176	113
177	108	177	119
175	102	175	113
178	108	178	119
176	114	176	125
179	114	179	125
177	120	178	125
175	114	175	125
174	117	174	128
173	117	173	128
172	117	172	128
171	117	171	128
187	122	187	133
186	122	186	133
185	122	185	133
184	121	184	132
183	133	184	138
181	129	183	132
173	139	184	139
177	140	178	145
179	140	179	151
180	140	180	151
182	141	183	146
181	141	181	152
180	152	180	163
183	117	183	128
180	115	183	116
181	117	182	122
181	123	182	128
180	117	180	128
177	126	179	129
178	130	180	133
181	133	182	138
178	134	180	137
169	138	180	138
175	126	175	137
176	130	177	135
173	129	174	134
171	135	174	137
175	140	175	151
176	140	176	151
178	146	178	157
177	146	177	157
179	152	179	163
171	129	172	134
174	140	174	151
172	19	172	30
169	19	169	30
171	19	171	30
170	19	170	30
168	111	169	116
181	153	181	164
172	139	172	150
173	140	173	151
178	159	178	170
180	164	180	175
179	164	179	175
167	158	178	158
175	152	176	157
173	152	174	157
171	139	171	150
166	139	169	141
157	138	168	138
170	139	170	150
167	126	167	137
168	126	168	137
166	126	166	137
169	126	169	137
170	126	170	137
169	120	170	125
166	122	168	125
163	120	168	121
166	117	169	119
167	105	167	116
165	139	165	150
169	142	169	153
166	142	167	147
168	142	168	153
166	148	167	153
171	151	172	156
161	157	172	157
165	155	170	156
159	154	170	154
153	156	164	156
153	155	164	155
154	151	165	151
160	152	165	153
155	152	158	154
151	152	154	154
150	155	152	158
160	157	160	168
148	151	150	154
149	155	149	166
147	155	148	160
153	140	153	151
151	140	151	151
152	140	152	151
148	147	150	150
164	139	164	150
150	159	151	164
150	165	153	167
152	159	153	164
153	157	158	158
159	157	159	168
158	159	158	170
156	159	157	164
155	159	155	170
154	159	154	170
157	165	157	176
156	165	156	176
147	143	147	154
148	135	148	146
150	135	150	146
149	135	149	146
147	131	147	142
148	123	148	134
147	119	147	130
148	111	148	122
163	139	163	150
1	244	2	249
2	226	2	237
1	222	1	231
106	238	106	249
185	0	185	11
183	0	184	5
167	71	167	82
168	93	168	104
193	142	194	147
193	148	194	153
199	151	199	162
195	151	196	156
197	151	197	162
198	151	198	162
196	159	196	170
198	163	199	168
197	163	197	174
199	169	199	180
191	157	196	158
198	169	198	180
195	159	195	170
191	154	194	156
193	159	194	164
182	147	182	158
184	142	184	153
183	147	183	158
184	154	184	165
183	159	183	170
182	159	182	170
181	165	181	176
184	166	184	177
182	172	182	183
183	171	183	182
184	178	185	183
183	183	183	194
194	165	194	176
196	171	196	182
197	175	197	186
198	181	199	186
195	171	195	182
193	165	193	176
199	187	199	198
185	166	185	177
185	160	186	165
185	148	185	159
186	148	186	159
185	142	186	147
186	166	186	177
166	105	166	116
161	158	161	169
159	169	159	180
158	171	158	182
160	169	160	180
162	158	162	169
159	181	161	184
161	175	162	180
161	172	166	173
161	174	172	174
161	170	166	171
163	158	163	169
166	158	166	169
165	158	165	169
164	158	164	169
151	128	151	139
150	123	150	134
149	123	149	134
152	128	152	139
153	128	153	139
162	139	162	150
182	0	182	11
183	6	184	11
181	0	181	11
180	0	180	11
195	183	196	188
197	187	197	198
198	187	198	198
187	142	187	153
188	142	188	153
192	142	192	153
191	142	191	153
189	142	190	147
190	148	190	159
189	148	189	159
192	159	192	170
191	159	191	170
192	171	192	182
190	160	190	171
191	171	191	182
188	154	188	165
189	160	189	171
187	154	187	165
188	166	188	177
187	166	187	177
190	172	190	183
189	172	189	183
191	183	192	188
190	184	190	195
194	177	194	188
193	177	193	188
187	178	187	189
188	178	188	189
189	184	189	195
184	184	184	195
186	178	186	189
185	184	185	195
188	190	188	201
186	190	187	195
191	189	192	194
193	189	194	194
191	195	196	196
195	189	196	194
189	196	189	207
190	196	190	207
194	197	195	202
196	197	196	208
197	199	198	204
199	199	199	210
197	205	197	216
198	205	198	216
199	211	199	222
191	197	191	208
192	197	192	208
195	203	195	214
193	203	194	208
196	209	196	220
197	217	197	228
198	217	198	228
190	208	190	219
194	209	194	220
195	215	195	226
196	221	196	232
197	229	197	240
198	229	198	240
191	209	191	220
192	209	193	214
192	215	192	226
194	221	194	232
193	215	193	226
195	227	195	238
196	233	196	244
197	241	198	246
194	245	196	248
187	249	198	249
194	239	195	244
193	233	194	238
192	227	193	232
189	208	189	219
190	220	190	231
191	221	191	232
189	220	189	231
80	0	80	11
79	0	79	11
81	1	81	12
80	12	80	23
79	12	79	23
95	59	95	70
183	14	183	25
182	14	182	25
181	14	181	25
176	12	181	13
180	14	180	25
179	14	179	25
176	14	176	25
177	14	177	25
178	14	178	25
179	0	179	11
178	0	178	11
167	87	167	98
166	99	167	104
173	7	173	18
174	3	174	14
175	3	175	14
176	0	176	11
172	0	175	2
177	0	177	11
171	3	173	6
168	0	171	2
166	0	167	5
168	3	169	8
170	3	170	14
165	0	165	11
167	9	169	12
161	0	164	2
166	6	166	17
168	13	169	18
170	15	172	18
171	9	172	14
160	0	160	11
158	0	159	5
167	13	167	24
157	25	168	25
164	3	164	14
165	12	165	23
155	24	166	24
161	3	161	14
163	3	163	14
162	3	162	14
159	6	159	17
160	15	162	18
163	15	164	20
161	21	164	23
151	19	162	19
151	20	162	20
148	18	159	18
157	21	160	23
153	21	156	23
153	24	154	29
155	25	155	36
156	25	156	36
153	30	154	35
164	26	165	31
163	26	163	37
162	26	162	37
154	36	154	47
155	37	155	48
156	37	156	48
154	48	154	59
162	38	162	49
155	49	155	60
163	45	164	50
165	45	165	56
163	51	164	56
156	49	156	60
152	21	152	32
152	33	152	44
153	36	153	47
157	26	157	37
158	26	159	31
158	32	158	43
157	38	157	49
159	32	159	43
160	26	160	37
161	26	161	37
160	38	160	49
161	38	161	49
158	44	158	55
157	50	157	61
159	44	159	55
160	50	160	61
159	56	159	67
158	56	158	67
155	61	156	66
157	62	157	73
162	50	162	61
161	50	161	61
154	67	156	70
156	71	156	82
157	74	157	85
153	61	154	66
143	60	154	60
171	45	171	56
155	71	155	82
170	45	170	56
168	45	169	50
168	51	168	62
169	51	169	62
167	45	167	56
171	57	172	62
170	57	170	68
166	45	166	56
174	58	174	69
173	58	173	69
171	64	172	69
160	62	160	73
158	68	158	79
159	68	159	79
176	64	176	75
177	71	177	81
175	64	175	75
175	76	176	81
160	74	160	85
158	80	158	91
159	80	159	91
163	57	163	68
164	57	165	62
166	57	166	68
164	64	164	75
169	63	169	74
167	57	167	68
168	63	168	74
161	62	161	73
161	74	162	79
162	62	162	73
163	69	163	80
161	80	161	91
162	80	162	91
163	81	165	84
163	85	165	88
164	76	166	79
166	82	166	93
165	69	166	74
160	86	160	97
164	89	165	94
163	89	163	100
164	95	166	98
161	92	161	103
162	92	162	103
170	69	170	80
168	75	169	80
163	101	163	112
164	99	164	110
164	111	165	116
165	99	165	110
162	117	165	119
174	70	174	81
173	70	173	81
171	70	171	81
172	70	172	81
161	113	163	116
157	104	162	105
161	106	162	111
151	112	162	112
158	98	160	101
155	102	160	103
155	105	156	110
157	106	158	111
159	106	160	111
145	104	156	104
153	105	154	110
151	106	152	111
141	105	152	105
141	102	144	104
154	92	154	103
145	101	148	103
158	92	159	97
150	100	152	103
153	92	153	103
149	92	149	103
152	88	152	99
150	88	150	99
151	88	151	99
147	88	149	91
147	92	148	97
161	120	162	125
155	90	155	101
153	86	154	91
155	84	156	89
157	86	157	97
156	98	157	101
145	83	156	83
149	84	154	85
146	84	148	87
145	84	145	95
146	88	146	99
142	96	145	98
137	100	148	100
134	99	145	99
133	101	144	101
125	100	136	100
165	122	165	133
163	134	165	137
158	117	161	119
158	113	160	116
163	122	163	133
164	122	164	133
160	120	160	131
162	126	162	137
161	126	161	137
159	132	160	137
159	120	159	131
158	120	158	131
157	132	158	137
156	126	157	131
157	113	157	124
156	114	156	125
149	113	156	113
149	107	150	112
146	107	148	110
139	106	150	106
135	104	140	105
145	111	147	114
145	115	147	118
143	107	145	110
135	102	140	103
156	132	156	143
149	117	150	122
149	114	152	116
144	119	146	122
143	111	144	116
139	117	144	118
146	123	146	134
144	124	144	135
146	135	146	146
134	123	145	123
145	124	145	135
141	119	143	122
133	88	133	99
139	95	141	98
143	90	144	95
142	84	142	95
144	78	144	89
143	78	143	89
138	87	138	98
139	89	140	94
139	83	140	88
141	83	141	94
142	72	142	83
136	93	137	98
137	81	137	92
135	87	135	98
134	87	134	98
141	71	141	82
138	75	138	86
139	71	139	82
140	71	140	82
136	81	136	92
137	69	137	80
138	63	138	74
137	57	137	68
157	139	157	150
155	145	156	150
155	133	155	144
154	139	154	150
154	127	154	138
155	121	155	132
159	147	161	150
158	139	158	150
159	141	160	146
161	139	161	146
154	114	155	119
153	114	153	125
151	122	152	127
151	117	152	121
143	124	143	135
