
196	1	197	6
0	39	5	40
0	41	11	41
70	199	81	199
190	0	195	1
196	0	207	0
198	1	209	1
208	0	219	0
210	1	221	1
220	0	231	0
0	38	11	38
6	39	17	39
6	40	17	40
0	42	11	42
236	63	241	64
0	96	3	98
0	99	11	99
4	98	15	98
12	99	23	99
4	94	6	97
0	93	3	95
7	97	18	97
16	98	27	98
19	96	24	97
4	93	15	93
7	96	18	96
7	95	18	95
7	94	18	94
24	99	35	99
1	198	6	199
0	188	0	199
1	196	6	197
1	189	12	189
1	188	12	188
1	195	12	195
1	190	12	190
1	191	12	191
1	193	12	193
1	192	12	192
1	194	12	194
7	196	18	196
7	197	18	197
7	198	18	198
7	199	18	199
19	199	30	199
19	195	21	198
13	194	18	195
23	198	34	198
22	187	22	198
31	199	42	199
44	199	55	199
35	197	40	198
41	198	52	198
19	191	21	194
41	197	52	197
16	189	21	190
15	191	18	193
14	185	15	190
13	182	13	193
14	184	25	184
16	185	21	186
22	185	33	185
16	187	21	188
22	186	33	186
82	199	93	199
94	196	96	199
97	199	108	199
98	197	109	197
109	198	114	199
97	198	108	198
97	186	97	197
98	196	109	196
98	195	109	195
82	198	93	198
90	195	93	197
94	192	96	195
77	197	88	197
70	198	81	198
89	186	89	197
91	190	96	191
90	192	93	194
94	186	96	189
90	180	90	191
77	196	88	196
77	195	88	195
91	186	93	189
91	184	96	185
78	185	89	185
77	186	88	186
77	190	88	190
83	192	88	193
77	191	88	191
77	194	88	194
71	193	82	193
71	196	76	197
71	192	82	192
65	195	76	195
59	196	70	196
59	197	70	197
65	194	76	194
